,id,type,x,y,distances
0,4195,A,955.138,828.139,"[0.0, 0.03934254515061131, 0.0, 0.025601263081949988, 0.06257647766217689, 0.08031580104216518, 0.07110830891202813, 0.05589216010435738, 0.14092547664200694, 0.10728503302357151, 0.07465603456440562, 0.09002388998186639, 0.048396752478746974, 0.0]"
1,4198,A,955.138,806.7785,"[0.0, 0.03934254515061131, 0.0, 0.024617512589802937, 0.06352517977658856, 0.02586554996201107, 0.07110830891202813, 0.05589216010435738, 0.14163246065686597, 0.10728503302357151, 0.07465603456440562, 0.08907522551362224, 0.04938047892995079, 0.0]"
2,4202,A,889.258,1753.274,"[0.0, 0.10705174822851626, 0.0, 0.08834467565797177, 0.15570074250709265, 0.05093832639475693, 0.05057090291343158, 0.12169779387746438, 0.0343303999208775, 0.04146819431329085, 0.052508083202561284, 0.06898236818657244, 0.0834972180908422, 0.0]"
3,4234,A,1338.6575,1713.012,"[0.0, 0.037342545150611084, 0.0, 0.01414933488260739, 0.1726937384112972, 0.07861481998569086, 0.023065360351928632, 0.05102907593658479, 0.13173985079137118, 0.10609980734456315, 0.07284873940734693, 0.08875905424599395, 0.046070812329013444, 0.0]"
4,4236,A,1338.6575,1514.358,"[0.0, 0.037342545150611084, 0.0, 0.026943022867810695, 0.06384123811470888, 0.023170268854093568, 0.06831215817773995, 0.05800326917638898, 0.05736714566174239, 0.10771110935883765, 0.07551362396223826, 0.0906566466114942, 0.049022708149751404, 0.0]"
5,4238,A,1338.6575,1315.578,"[0.0, 0.037342545150611084, 0.0, 0.024975021193986757, 0.17741417749207988, 0.08214164386520428, 0.02705173782864101, 0.057306233449373245, 0.14092531295988397, 0.10609980734456315, 0.07462527526701068, 0.08875905424599395, 0.049022708149751404, 0.0]"
6,4240,A,1338.6575,1116.8575,"[0.0, 0.037342545150611084, 0.0, 0.026943022867810695, 0.17741417749207988, 0.08214164386520428, 0.02705173782864101, 0.05660911239967703, 0.14092531295988397, 0.10609980734456315, 0.07462527526701068, 0.08875905424599395, 0.049022708149751404, 0.0]"
7,4246,A,1321.9775,1649.893,"[0.0, 0.035342545150611304, 0.0, 0.02505919852387728, 0.06288790668714528, 0.08066002245011195, 0.024222765513749245, 0.05515488590480899, 0.14375390369101027, 0.11046207181825185, 0.077811727187171, 0.09160926148242643, 0.05090589701884052, 0.0]"
8,4250,A,1290.6575,1649.893,"[0.0, 0.035342545150611304, 0.0, 0.02505919852387728, 0.0609916718373702, 0.027245015638095893, 0.07347954295352821, 0.02907074339896276, 0.05812458525408459, 0.10965702094239216, 0.0760361254766373, 0.09160926148242643, 0.04893921457056316, 0.0]"
9,4254,A,1258.018,1649.893,"[0.0, 0.035342545150611304, 0.0, 0.024075844993060258, 0.0609916718373702, 0.027245015638095893, 0.07347954295352821, 0.054458013652515014, 0.14234018109920132, 0.10965702094239216, 0.0760361254766373, 0.09160926148242643, 0.04893921457056316, 0.0]"
10,4258,A,1321.9775,1577.417,"[0.0, 0.0806574548493888, 0.0, 0.025601263081949988, 0.06447384424483271, 0.13729353800043365, 0.0993890261129895, 0.14204942372044105, 0.05808409795706204, 0.036754431866269144, 0.022759399248797774, 0.09002388998186639, 0.05036422942209784, 0.0]"
11,4262,A,1290.6575,1577.417,"[0.0, 0.0806574548493888, 0.0, 0.025601263081949988, 0.06257647766217689, 0.02780731230027733, 0.0002162161469394519, 0.05660911239967703, 0.028780146166131892, 0.03593749730424811, 0.020958498644926937, 0.09002388998186639, 0.048396752478746974, 0.0]"
12,4266,A,1258.018,1577.417,"[0.0, 0.0806574548493888, 0.0, 0.024617512589802937, 0.06257647766217689, 0.02780731230027733, 0.0002162161469394519, 0.1413423590239331, 0.0566502740251984, 0.03593749730424811, 0.020958498644926937, 0.09002388998186639, 0.048396752478746974, 0.0]"
13,4270,A,1321.9775,1450.8175,"[0.0, 0.08165745484938869, 0.0, 0.04197797366171052, 0.09996036372101536, 0.13729353800043365, 0.0993890261129895, 0.14204942372044105, 0.05808409795706204, 0.036754431866269144, 0.022759399248797774, 0.054550215581414374, 0.03399966464640425, 0.0]"
14,4274,A,1290.6575,1450.8175,"[0.0, 0.08165745484938869, 0.0, 0.04197797366171052, 0.09803731583629816, 0.02780731230027733, 0.0002162161469394519, 0.05660911239967703, 0.028780146166131892, 0.03593749730424811, 0.020958498644926937, 0.054550215581414374, 0.03200787823811546, 0.0]"
15,4278,A,1258.018,1450.8175,"[0.0, 0.08165745484938869, 0.0, 0.04098207736549653, 0.09803731583629816, 0.02780731230027733, 0.0002162161469394519, 0.1413423590239331, 0.0566502740251984, 0.03593749730424811, 0.020958498644926937, 0.054550215581414374, 0.03200787823811546, 0.0]"
16,4282,A,1321.9775,1379.0575,"[0.0, 0.08165745484938869, 0.0, 0.025780509224307968, 0.06447384424483271, 0.08255097510002729, 0.02784879327204859, 0.14204942372044105, 0.05808409795706204, 0.10690542370412004, 0.07597284206594512, 0.09002388998186639, 0.05018511461464947, 0.0]"
17,4286,A,1290.6575,1379.0575,"[0.0, 0.08165745484938869, 0.0, 0.025780509224307968, 0.06257647766217689, 0.025406130516870018, 0.06992346019201445, 0.05660911239967703, 0.028780146166131892, 0.10609980734456315, 0.07419640679184658, 0.09002388998186639, 0.04821737481194055, 0.0]"
18,4290,A,1258.018,1379.0575,"[0.0, 0.08165745484938869, 0.0, 0.024796627397251303, 0.06257647766217689, 0.025406130516870018, 0.06992346019201445, 0.1413423590239331, 0.0566502740251984, 0.10609980734456315, 0.07419640679184658, 0.09002388998186639, 0.04821737481194055, 0.0]"
19,4294,A,1321.9775,1252.0975,"[0.0, 0.08165745484938869, 0.0, 0.04197797366171052, 0.0994100142276908, 0.13774096457696583, 0.09880069047918827, 0.14204942372044105, 0.05808409795706204, 0.03733118187896611, 0.0223246465685496, 0.055100363209953596, 0.03399966464640425, 0.0]"
20,4298,A,1290.6575,1252.0975,"[0.0, 0.08165745484938869, 0.0, 0.04197797366171052, 0.09748736993056761, 0.028242064980525505, 0.0003604395392162729, 0.05660911239967703, 0.028780146166131892, 0.036514341666656236, 0.020523543307218617, 0.055100363209953596, 0.03200787823811546, 0.0]"
21,4302,A,1258.018,1252.0975,"[0.0, 0.08165745484938869, 0.0, 0.04098207736549653, 0.09748736993056761, 0.028242064980525505, 0.0003604395392162729, 0.1413423590239331, 0.0566502740251984, 0.036514341666656236, 0.020523543307218617, 0.055100363209953596, 0.03200787823811546, 0.0]"
22,4306,A,1321.9775,1180.3375,"[0.0, 0.08165745484938869, 0.0, 0.025780509224307968, 0.06447384424483271, 0.08255097510002729, 0.09880069047918827, 0.14204942372044105, 0.05808409795706204, 0.03733118187896611, 0.07597284206594512, 0.09002388998186639, 0.05018511461464947, 0.0]"
23,4310,A,1290.6575,1180.3375,"[0.0, 0.08165745484938869, 0.0, 0.025780509224307968, 0.06257647766217689, 0.025406130516870018, 0.0003604395392162729, 0.05660911239967703, 0.028780146166131892, 0.036514341666656236, 0.07419640679184658, 0.09002388998186639, 0.04821737481194055, 0.0]"
24,4314,A,1258.018,1180.3375,"[0.0, 0.08165745484938869, 0.0, 0.024796627397251303, 0.06257647766217689, 0.025406130516870018, 0.0003604395392162729, 0.1413423590239331, 0.0566502740251984, 0.036514341666656236, 0.07419640679184658, 0.09002388998186639, 0.04821737481194055, 0.0]"
25,4320,A,884.5785,1721.9015,"[0.0, 0.0806574548493888, 0.0, 0.029536024110804693, 0.06415733406761426, 0.02231331186817176, 0.001850151862575089, 0.06733624558877516, 0.022412947879219658, 0.05593898922410023, 0.027104538562475522, 0.08939173569084069, 0.062171091454809035, 0.0]"
26,4324,A,883.8585,1690.399,"[0.0, 0.08165745484938869, 0.0, 0.028732011386699785, 0.06447384424483271, 0.030943646471782493, 0.0024268625792842613, 0.14841191016272504, 0.02311925531267356, 0.03536078658753894, 0.03403657108039759, 0.08907522551362224, 0.06100937402751372, 0.0]"
27,4329,A,839.878,1523.897,"[0.0, 0.1320500906577715, 0.0, 0.02488600754736825, 0.06226019345603362, 0.006848428443413823, 0.04589029149509116, 0.006454522045157063, 0.011612245286293899, 0.024168909475414502, 0.08717425302789072, 0.0010285165554084763, 0.016822056184123024, 0.0]"
28,4334,A,894.8385,1744.515,"[0.0, 0.026547541206732195, 0.0, 0.035421295724181734, 0.1751022786843146, 0.12726711116083678, 0.04588663816346461, 0.052268048185577065, 0.05589364502348815, 0.04760401404201975, 0.02142407048237427, 0.10670934604990867, 0.1089633148447946, 0.0]"
29,4336,A,772.1385,978.3775,"[0.0, 0.0806574548493888, 0.0, 0.04197797366171052, 0.09803731583629816, 0.02867660781869974, 0.0002162161469394519, 0.057306233449373245, 0.02948737921137301, 0.0607926761933264, 0.08762146662021975, 0.060615782421040265, 0.08744951225965547, 0.0]"
30,4342,A,1330.4375,977.178,"[0.0, 0.0628862760795812, 0.0, 0.04197797366171052, 0.07806590329441532, 0.013476176852120325, 0.08978576731364463, 0.06711281269889025, 0.04590548485611379, 0.011533040179307008, 0.0221408789489419, 0.09814305278136981, 0.048306880181913536, 0.0]"
31,4348,A,1319.157,945.2585,"[0.0, 0.09255385562199336, 0.0, 0.041072171247522826, 0.12842162036148563, 0.01519361060142943, 0.03345665735350867, 0.04363899857027054, 0.06958217998914407, 0.06476565395406642, 0.08707263708767687, 0.018218538964871467, 0.04803871914409008, 0.0]"
32,4354,A,1330.7975,902.118,"[0.0, 0.06095674844602561, 0.0, 0.02488600754736825, 0.12300938644576487, 0.013537861833140763, 0.045533206838331175, 0.009694688690908393, 0.102542736652528, 0.05560542866730067, 0.08792739033547381, 0.07543755275589392, 0.033003768350190255, 0.0]"
33,4360,A,1331.5175,858.9185,"[0.0, 0.054992521048239595, 0.0, 0.042973863773785315, 0.07003804447882, 0.08000124263207908, 0.06342762950100855, 0.05304552049421396, 0.06144809618064784, 0.06681985744730667, 0.06336723332755101, 0.1303752619497356, 0.050095734464532526, 0.0]"
34,4366,A,1316.878,825.798,"[0.0, 0.06253535165177126, 0.0, 0.02488600754736825, 0.06352517977658856, 0.013476176852120325, 0.04734227440975225, 0.03841506677367068, 0.07444924962110289, 0.053737808594046754, 0.02008879786380824, 0.029153006948162474, 0.06449854362303964, 0.0]"
35,4372,A,1279.4375,799.519,"[0.0, 0.012067033540722694, 0.0, 0.06859066781305967, 0.07711254885259855, 0.06668208555267974, 0.034617595820926716, 0.06420121348865937, 0.049894928681203154, 0.13544948472316332, 0.013870816339235592, 0.07543755275589392, 0.048396752478746974, 0.0]"
36,4378,A,1237.257,794.539,"[0.0, 0.013971700597034342, 0.0, 0.047421295724181745, 0.036735546368309446, 0.059069892130899415, 0.05202809425023247, 0.008904242747072466, 0.10287858525761262, 0.04973715740780715, 0.05112132283837445, 0.06510591271364863, 0.07454325525058225, 0.0]"
37,4384,A,1194.178,811.6375,"[0.0, 0.011811187298914394, 0.0, 0.025780509224307968, 0.022595006688674868, 0.014459053384389353, 0.050553875207346444, 0.039407944786503, 0.06234372897660645, 0.020605320606302158, 0.028301863708681374, 0.029985294225777892, 0.016822056184123024, 0.0]"
38,4390,A,1167.5385,849.919,"[0.0, 0.029486283081379128, 0.0, 0.026227051775901122, 0.054234542772219285, 0.009788922136034106, 0.06992346019201445, 0.018454771360819855, 0.09643170881036678, 0.023536089111975578, 0.043872785562391936, 0.07471065544042776, 0.032913606769860104, 0.0]"
39,4396,A,1167.7775,909.138,"[0.0, 0.028880322985448625, 0.0, 0.026764367199960226, 0.08083841431802741, 0.023557047028505362, 0.015279597726693517, 0.03503631014607045, 0.008993993521793087, 0.06892116995354858, 0.06471868256052993, 0.0778441619033674, 0.006391074198841107, 0.0]"
40,4422,A,878.878,996.6785,"[0.0, 0.09230461422391212, 0.0, 0.0918037981960238, 0.1889569473188315, 0.12819960527669583, 0.07489009958499881, 0.0716032619213216, 0.04237299614009782, 0.10548348699687082, 0.0007495121732534749, 0.06592664201903675, 0.006391074198841107, 0.0]"
41,4426,A,752.339,956.6585,"[0.0, 0.037342545150611084, 0.0, 0.025959033862149372, 0.06257647766217689, 0.024058563717935577, 0.06831215817773995, 0.026241989042546265, 0.05525595133286565, 0.010735911338182191, 0.03157493231612918, 0.09002388998186639, 0.04803871914409008, 0.0]"
42,4450,A,532.0185,988.6985,"[0.0, 0.036342545150611194, 0.0, 0.026136836707377986, 0.06320802978953566, 0.023170268854093568, 0.06933122806449621, 0.026241989042546265, 0.05525595133286565, 0.10550738673256, 0.07373698040316867, 0.08939211224205268, 0.04786078576391262, 0.0]"
43,4451,A,723.8985,788.6585,"[0.0, 0.08165745484938869, 0.0, 0.025780509224307968, 0.06257647766217689, 0.025406130516870018, 0.0003604395392162729, 0.05660911239967703, 0.028780146166131892, 0.06020443771615902, 0.031984263550952186, 0.023534932509521322, 0.04821737481194055, 0.0]"
44,4494,A,439.2585,1286.5375,"[0.0, 0.03834254515061142, 0.0, 0.025780509224307968, 0.06257647766217689, 0.08302320379164829, 0.02705173782864101, 0.05732598403622102, 0.1402182471039657, 0.10771110935883765, 0.07373698040316867, 0.09097259209627806, 0.04920123278759281, 0.0]"
45,4498,A,612.179,1252.0975,"[0.0, 0.08165745484938869, 0.0, 0.04197797366171052, 0.09844870654850135, 0.028242064980525505, 0.0003604395392162729, 0.05732598403622102, 0.028780146166131892, 0.06101304131236507, 0.08717425302789072, 0.06004035453483825, 0.033003768350190255, 0.0]"
46,4500,A,645.5985,1261.7575,"[0.0, 0.10593034147695235, 0.0, 0.01119048940838363, 0.05540601697708514, 0.03004316824185649, 0.015279597726693517, 0.1440290802051658, 0.044802403577270056, 0.03485915952868268, 0.05383723773946736, 0.01896132026966235, 0.006391074198841107, 0.0]"
47,4502,A,652.919,1267.338,"[0.0, 0.03375914793881618, 0.0, 0.09105105163354188, 0.12384149598395489, 0.07886857525775648, 0.015687854514227162, 0.039407944786503, 0.07456831327491642, 0.08410630968591537, 0.06404288840119543, 0.1313097731745656, 0.048306880181913536, 0.0]"
48,4504,A,660.238,1272.978,"[0.0, 0.03435246137585901, 0.0, 0.09039271342854649, 0.12217715849578292, 0.02780731230027733, 0.017195250293986497, 0.03742218641291739, 0.07357543761116059, 0.08305937464089386, 0.06367480590460817, 0.08939211224205268, 0.047859666611300256, 0.0]"
49,4514,A,691.4385,1341.857,"[0.0, 0.045556363038637304, 0.0, 0.09255620482240334, 0.16926181284141206, 0.06470729416129295, 0.0004082826547664453, 0.11397625806141942, 0.11616585190931872, 0.10657387166207588, 0.12433163700489125, 0.1420091988067238, 0.11306427054434476, 0.0]"
50,4516,A,699.3585,1346.417,"[0.0, 0.10407024423686684, 0.0, 0.0009653455435558733, 0.08807816687906245, 0.00027739948803384706, 9.599481002098287e-05, 0.11494149015825439, 0.0021918324320733262, 0.01495815124714106, 0.004618635388801362, 0.023413727222982406, 0.0005564320638866693, 0.0]"
51,4518,A,707.399,1350.9775,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52,4528,A,671.218,1304.418,"[0.0, 0.10291270042844669, 0.0, 0.11525437394418203, 0.1751022786843146, 0.05159732848559173, 0.10122760939381603, 0.1984955979259544, 0.07005905278526736, 0.044461722474158805, 0.07572786438951917, 0.0778441619033674, 0.10784648849481027, 0.0]"
53,4530,A,674.9985,1312.758,"[0.0, 0.006783661659166551, 0.0, 0.11525437394418203, 0.18843564115054878, 0.04601032499523017, 0.07532912396661118, 0.04391720527615206, 0.07005905278526736, 0.14846299293350373, 0.09402840793397083, 0.1549605520871875, 0.17316646428846405, 0.0]"
54,4532,A,678.8385,1321.1585,"[0.0, 0.007643528774964992, 0.0, 0.1142968007118148, 0.18744014390320185, 0.04601032499523017, 0.04181802573944893, 0.04391720527615206, 0.0697014224205601, 0.04395777686384328, 0.0009995122030246328, 0.06556209501675747, 0.10613150275928773, 0.0]"
55,4565,A,559.3795,1559.4175,"[0.0, 0.08165745484938869, 0.0, 0.023633738109511748, 0.06257647766217689, 0.02586554996201107, 0.0002162161469394519, 0.056568952186995425, 0.030194528087259975, 0.03593749730424811, 0.03151183099519095, 0.08812659873190842, 0.048396752478746974, 0.0]"
56,4566,A,559.3795,1545.258,"[0.0, 0.08165745484938869, 0.0, 0.025601263081949988, 0.06447384424483271, 0.02497740953207117, 0.001850151862575089, 0.1441707861486794, 0.05669010707514577, 0.036754431866269144, 0.07643226151108617, 0.09002388998186639, 0.05036422942209784, 0.0]"
57,4567,A,722.939,1537.5775,"[0.0, 0.037342545150611084, 0.0, 0.026943022867810695, 0.06352517977658856, 0.023170268854093568, 0.06831215817773995, 0.026241989042546265, 0.05736714566174239, 0.011533040179307008, 0.030693313931780875, 0.09097259209627806, 0.049022708149751404, 0.0]"
58,4576,A,764.5785,1385.0575,"[0.0, 0.08265745484938858, 0.0, 0.04206813524204067, 0.09803731583629816, 0.02867660781869974, 0.00136912653631871, 0.057306233449373245, 0.02948737921137301, 0.034784209562847224, 0.02008879786380824, 0.054550215581414374, 0.031917648858083014, 0.0]"
59,4580,A,880.6185,1477.697,"[0.0, 0.010187675445207933, 0.0, 0.026227051775901122, 0.054234542772219285, 0.011202879500306295, 0.06911777453729684, 0.017544549251052644, 0.010161994467948077, 0.024484640569857774, 0.07463826055430278, 0.07271065544042754, 0.031917648858083014, 0.0]"
60,4584,A,869.938,1498.818,"[0.0, 0.10407024423686684, 0.0, 0.001578704275818188, 0.08807816687906245, 0.06502046535663775, 0.000816732106481588, 0.11494149015825439, 0.03217531314804045, 0.025239132216928972, 0.004618635388801362, 0.025359165559035723, 0.048754690235999654, 0.0]"
61,4607,A,894.299,1705.4555,"[0.0, 0.08265745484938858, 0.0, 0.028910929682887332, 0.06447384424483271, 0.022282027858271825, 0.001850151862575089, 0.14841191016272504, 0.057407305874424, 0.03593749730424811, 0.07196055231621212, 0.08812659873190842, 0.045086894624349005, 0.0]"
62,4609,A,894.299,1670.9625,"[0.0, 0.08265745484938858, 0.0, 0.028910929682887332, 0.06447384424483271, 0.022282027858271825, 0.001850151862575089, 0.13709551337409298, 0.03514221094906844, 0.03593749730424811, 0.07196055231621212, 0.08907522551362224, 0.045086894624349005, 0.0]"
63,4611,A,894.299,1638.972,"[0.0, 0.08265745484938858, 0.0, 0.028910929682887332, 0.06447384424483271, 0.022282027858271825, 0.001850151862575089, 0.14841191016272504, 0.05812458525408459, 0.03593749730424811, 0.07284873940734693, 0.08907522551362224, 0.045086894624349005, 0.0]"
64,4613,A,897.718,1754.355,"[0.0, 0.04029815067547382, 0.0, 0.03783602203918801, 0.06447384424483271, 0.14001220022044336, 0.08810970850490918, 0.13825661654999966, 0.011516118153295452, 0.024168909475414502, 0.03009331090103684, 0.0018228025243511858, 0.017574462810502567, 0.0]"
65,4615,A,904.3785,1760.5385,"[0.0, 0.008912316591380698, 0.0, 0.01118975207096029, 0.0717052983285762, 0.019587774679993064, 0.01946913722082133, 0.053940865577648545, 0.08671190304660303, 0.09430837053304586, 0.0038887402077789623, 0.1405030375783709, 0.10941065226551894, 0.0]"
66,4689,A,1248.6575,1649.5355,"[0.0, 0.0936574548493887, 0.0, 0.04250771363665562, 0.10133006031187675, 0.03264849000735115, 0.0019453811469558602, 0.06218369010280966, 0.033020259547024366, 0.06255658998207192, 0.08806420594868758, 0.06204794245792966, 0.032474028375245156, 0.0]"
67,4741,A,1148.9385,990.6185,"[0.0, 0.08165745484938869, 0.0, 0.026943022867810695, 0.06352517977658856, 0.02586554996201107, 0.0010332173005540568, 0.05872030672855377, 0.02948737921137301, 0.03593749730424811, 0.07554412108114628, 0.09097259209627806, 0.049022708149751404, 0.0]"
68,4947,A,954.298,1388.0575,"[0.0, 0.08165745484938869, 0.0, 0.026764367199960226, 0.06447384424483271, 0.023629695242771476, 0.06971022906444091, 0.05732598403622102, 0.027366100962513684, 0.012136864931235003, 0.03022130362442299, 0.09097259209627806, 0.05116902024071357, 0.0]"
69,4951,A,954.298,1365.7975,"[0.0, 0.08165745484938869, 0.0, 0.026764367199960226, 0.06447384424483271, 0.023170268854093568, 0.06911777453729684, 0.02553484133609185, 0.0566502740251984, 0.011533040179307008, 0.030693313931780875, 0.09097259209627806, 0.05116902024071357, 0.0]"
70,4995,A,738.599,1005.7985,"[0.0, 0.054992521048239595, 0.0, 0.07405321199859372, 0.02317380780871936, 0.06592969503252366, 0.02915143120508823, 0.052528161880771584, 0.06144809618064784, 0.009983279751630825, 0.001249268195424591, 0.08351102527963494, 0.033003768350190255, 0.0]"
71,5000,A,799.2585,896.0585,"[0.0, 0.08165745484938869, 0.0, 0.04306409315381776, 0.09899885417704057, 0.029608212904148168, 0.001850151862575089, 0.05872030672855377, 0.02948737921137301, 0.03757143301988375, 0.08493818506623452, 0.05358870603743959, 0.032913606769860104, 0.0]"
72,5003,A,740.939,885.7385,"[0.0, 0.03834254515061142, 0.0, 0.026764367199960226, 0.06447384424483271, 0.023629695242771476, 0.06771973756573679, 0.02553484133609185, 0.0566502740251984, 0.01092934331858686, 0.03022130362442299, 0.09097259209627806, 0.04920123278759281, 0.0]"
73,5006,A,851.3385,853.9985,"[0.0, 0.03834254515061142, 0.0, 0.026764367199960226, 0.06352517977658856, 0.023170268854093568, 0.06911777453729684, 0.05872030672855377, 0.0559530700222135, 0.10771110935883765, 0.07462527526701068, 0.09097259209627806, 0.04920123278759281, 0.0]"
74,5009,A,841.018,853.9985,"[0.0, 0.037342545150611084, 0.0, 0.026943022867810695, 0.06352517977658856, 0.023629695242771476, 0.06911777453729684, 0.05872030672855377, 0.0559530700222135, 0.10771110935883765, 0.07508459749274765, 0.09097259209627806, 0.049022708149751404, 0.0]"
75,5026,A,1080.538,974.298,"[0.0, 0.08165745484938869, 0.0, 0.042973863773785315, 0.21540993660100538, 0.13774096457696583, 0.09880069047918827, 0.14346363727279243, 0.05738705985024506, 0.038148088706039474, 0.0223246465685496, 0.05523730989198983, 0.03399966464640425, 0.0]"
76,5295,A,813.539,1429.0975,"[0.0, 0.08165745484938869, 0.0, 0.026764367199960226, 0.06352517977658856, 0.023170268854093568, 0.001850151862575089, 0.05872030672855377, 0.028780146166131892, 0.03757143301988375, 0.07551362396223826, 0.09097259209627806, 0.04920123278759281, 0.0]"
77,5373,A,750.778,1146.6185,"[0.0, 0.08415637072082394, 0.0, 0.14346010352893912, 0.13495930689346514, 0.1267657072241084, 0.04738295776371615, 0.13306701155784673, 0.07174796765257341, 0.10600500890469178, 0.03481610830800008, 0.14103405688326243, 0.033003768350190255, 0.0]"
78,5393,A,417.8995,1133.4185,"[0.0, 0.08165745484938869, 0.0, 0.025780509224307968, 0.06447384424483271, 0.029142641066700836, 0.001850151862575089, 0.05800326917638898, 0.028780146166131892, 0.0607926761933264, 0.08538539865856709, 0.09002388998186639, 0.04821737481194055, 0.0]"
79,5414,A,693.299,788.6585,"[0.0, 0.08165745484938869, 0.0, 0.024796627397251303, 0.06352517977658856, 0.025406130516870018, 0.00045646728785708746, 0.14204942372044105, 0.05736714566174239, 0.036514341666656236, 0.07508459749274765, 0.08907522551362224, 0.04920123278759281, 0.0]"
80,5422,A,678.058,896.539,"[0.0, 0.13262350719458782, 0.0, 0.09105105163354188, 0.07724839692978325, 0.02219264706470403, 0.022367909456822765, 0.10507609959071207, 0.00871955814556813, 0.036858564909944214, 0.04371828310566128, 0.09002388998186639, 0.048306880181913536, 0.0]"
81,5428,A,642.5985,872.0585,"[0.0, 0.054992521048239595, 0.0, 0.04197797366171052, 0.07815675295154056, 0.08000124263207908, 0.09306921499610876, 0.11373507913927927, 0.040914539582221465, 0.023512071103841237, 0.01667999267371867, 0.06825046345244568, 0.0009285300133070606, 0.0]"
82,5434,A,569.519,907.878,"[0.0, 0.052720765265346525, 0.0, 0.031149760747386956, 0.07724839692978325, 0.014275318664368264, 0.030870991816173365, 0.013529330050500832, 0.008087859683619136, 0.022365179836679516, 0.027133826466192, 0.042529252950229246, 0.06788984055237823, 0.0]"
83,5440,A,601.199,874.638,"[0.0, 0.052720765265346525, 0.0, 0.0014914115000590478, 0.06804619017979352, 0.07588222392139476, 0.043223547642405435, 0.04169182761600965, 0.040711677212508235, 0.0589792783559302, 0.09446572578499568, 0.015806841188886533, 0.004726973762121611, 0.0]"
84,5456,A,813.898,787.5785,"[0.0, 0.08165745484938869, 0.0, 0.026764367199960226, 0.06447384424483271, 0.023629695242771476, 0.0024268625792842613, 0.05872030672855377, 0.028780146166131892, 0.060571912557059626, 0.03022130362442299, 0.023534932509521322, 0.05018511461464947, 0.0]"
85,5524,A,857.339,1766.4705,"[0.0, 0.0936574548493887, 0.0, 0.027875103911447097, 0.06603322176903381, 0.08643866482021689, 0.06400691398957559, 0.06592214179883893, 0.13103172014054731, 0.10018137615259093, 0.06869660173604819, 0.0865659096900826, 0.04612124057388067, 0.0]"
86,5536,A,935.6385,1565.5375,"[0.0, 0.0016720976682438327, 0.0, 0.001578704275818188, 0.08529860630600927, 0.059069892130899415, 0.018655443553970308, 0.07769533792290328, 0.03628092013851614, 0.0, 0.030728919313819603, 0.06551611937578494, 0.006391074198841107, 0.0]"
87,5542,A,967.6785,1583.118,"[0.0, 0.09379939465801446, 0.0, 0.09330827091044891, 0.14463259730067657, 0.060352976974521244, 0.101031552202131, 0.07965385440405015, 0.0362412015052298, 0.11850339077345229, 0.031007848544951422, 0.06683845332643257, 0.17349496051405366, 0.0]"
88,5550,A,551.0985,1276.338,"[0.0, 0.03834254515061142, 0.0, 0.024796627397251303, 0.06352517977658856, 0.025406130516870018, 0.06992346019201445, 0.028363268460838142, 0.05669010707514577, 0.009938855894774612, 0.031984263550952186, 0.024478769398629918, 0.06965543539866803, 0.0]"
89,5552,A,551.0985,1286.7775,"[0.0, 0.03834254515061142, 0.0, 0.025780509224307968, 0.06447384424483271, 0.024517885943672546, 0.06831215817773995, 0.027656202595446544, 0.05808409795706204, 0.010735911338182191, 0.03022130362442299, 0.023534932509521322, 0.04821737481194055, 0.0]"
90,5554,A,560.6985,1281.198,"[0.0, 0.08165745484938869, 0.0, 0.026764367199960226, 0.06352517977658856, 0.029110940744008662, 0.0016098336676222402, 0.14275640422755131, 0.028780146166131892, 0.03536078658753894, 0.020554992181532672, 0.09097259209627806, 0.04920123278759281, 0.0]"
91,5560,A,630.4185,1529.2975,"[0.0, 0.08165745484938869, 0.0, 0.04197797366171052, 0.21320700942420023, 0.13774096457696583, 0.09880069047918827, 0.14204942372044105, 0.05808409795706204, 0.03733118187896611, 0.0223246465685496, 0.054550215581414374, 0.03399966464640425, 0.0]"
